01Sorszám,01Sorszám_RMNY,01Sorszám_RMNY-S,externalData,hypothetic,appendix,03Cím,01xIdö,01xHely,06xNyomda,06Nyomda,07Kolláció,08Terjedelem,09Formátum,10Könyvdísz,11Forrás,12Tárgy,14Facsimile,16Nyelv,13Lelöhely,13Lelöhely_count,cities,15Olim,15Olim_count,olimCities,08xTerjedelem,09xFormátum2,oldal_per_iv,ivszam
2662,2662,,,,,"(COMENIUS, Joannes Amos): Schola lvdvs, seu encyclopaedia viva, h(oc) e(st) janvae lingvarum praxis comica, res omnes nomenclatura vestitas et vestiendas sensibus ad vivum praesentandi, artifi cium exhibens amoenum. Patakini 1656 typis celss. princ. expressit Georgius Renius.",1656,Patak,typ. principis,,"A8-Z8, Aa1-7 [ ]1 Aa8 Bb8-Ff8 Gg4",470 [recte 472] pag. + [1] tab.,8°,"d, 1 ins., mult. ill., orn., init.",RMK II 860,Iskolai színjáték.,,,Budapest Nat 2* + cop. (Sárospatak) - Cluj-Napoca Acad 1 - Pápa Ev 1 - Sárospatak Ref 2*,4,"Budapest=1, Cluj-Napoca=1, Pápa=1, Sárospatak=1",,0,,946,8,16,59.125
2663,2663,,1,,,"»KECSKEMÉTI C. János: Fides Jesv et Jesvitarum. Az az: Az mi Urunk Jesus tudományának az Jesuiták tudományával való öszve vetése, mely Donatus Visartus által az szent írásból, Páterek és Jesuiták könyveibõl szedegettetek és az hitnek bizonyos ágaira rendeltetett... S.-Patak 1656 [typ. principis].«",1656,Patak,typ. principis,,,,,,,,,magyar,,0,,,0,,,,,
2664,2664,,,,,"[MEDGYESI Pál:] Trecentvm-Viratus et ultra, sive Calvinus, Beza, Zanchius, Daneus, Szegedinus, Junius et pleriqve omnes: universae item per Regna Galliae, Angliae, Scotiae, Foederati Belgij etc. Genevarumqve ecclesiae reformatae. In gratiam et confi rmationem fratrum piorum, pacifi corum, orthodoxorum, sub regimine haud episcopali, sed presbyteriali, id est qvod hactenus Presbyterorum docentium seu Pastorum Collegium, in Hungaria Transylvaniaqve administrat, constitutorum. Patakini 1656 [typ. principis, Rosnyai].",1656,Patak,typ. principis,,A4-E4,39 + [1] pag.,4°,"Orn., init.",RMK II 861,Református vitairat.,,latin,Budapest Nat 2 + cop. partim - Cluj-Napoca Acad 1,2,"Budapest=1, Cluj-Napoca=1",Mszigeti ref. lyc. - Durham káptalani könyvtár (vö. MKsz 1886:69),2,"Máramarossziget, Durham",40,4,8,5
2665,2665,,1,,,»[l-2] NEWER vnd Alter Almanach auffs Jahr nach Jesus Christi Geburt 1657 ... gestellt durch ... Christophoro Neubarth. Hermanstadt [1656] Martinus Pistorius. - 16°«,1656,Szeben,"Pistorius, Martinus (!)",,,,,,,,,német,,0,,,0,,,,,
2666,2666,,1,,,"»BÖHM, Christoph: Beantwortung der unchristlichen und mehr den heydnischen doch sehr gemeinen Frage, woher ich gewiß sey, daß heutige Bibel, oder Heilige Schrifft von Gott? Welche in der unapostolischen Bekehrung einfältiger evangelischer Christen und andern mündlichen Discursen zum öfftern von deß Volks Verführern vorgebracht wirdt Einfeltig auff vieler begehren auffgesetzt von m. Christoff Böhmen Symmyste der Evangelischen Kirchen in Preßburg. Trentschin [1655-1658] Nicodem Zeißel. 7 fol.«",1656,Trencsén,"Cízek, Nikodém",,,,,,,,,német,,0,,,0,,,,,
2667,2667,,,,,"CZEMBER, Georg: Disputatio fysico theoiogica de traduce opposita eductioni et animarum immediatae creationi a pyaeside Georgio Czember Novisol., p. t. rectore scholae Prividien. et respondente Christophoro Lystak Revucensi, alumno ibidem. Ad diem 15. Februári anno 1656. Trenchinii (1656) Nicodemus Czizek.",1656,Trencsén,"Cízek, Nikodém",,[ ]4,[4] fol.,4°,,RMK II 862 - Caplovic 1843,Evangélikus teológiai vizsgatételek.,,,Budapest Acad 2* - Budapest Nat 1 1 - Martin Nat 1,4,"Budapest=3, Martin=1",,0,,8,4,8,1
2668,2668,,,,,"GAŽUR, Matej: Mnema funereum viri reverendi ... dn. m. Zachariae Kalinkii Rozebergensis, ecclesiastae Cassensis fi delissimi, qui post ardentes ad thronum gratiae ac misericordiae Dei preces et suspiria intima ex hac lacrymarum valle in laetissimum coeli ???????µ? placidissime translatus est ... die 12. Martij anni 1656 erectum a Matthia Gazur Thurocz-Mossovino, inclytae aulae Ostrozithianae familiari. [Trenchinii] (1656) [Nikodem Èížek].",1656,Trencsén,"Cízek, Nikodém",,[ ]2,[2] fol.,4°,Orn.,RMK II 863 - Sztripszky 11 2570/118 <- MKsz 1890: 269 - Caplovic 1844,Gyászvers.,,latin,Budapest Acad 2* - Budapest Nat 1 1,3,Budapest=3,,0,,4,4,8,0.5
2669,2669,,,,,"GUTTOVIENI József: Applausus super solennem panegyrin in castro Ludan, eligendorum et confi rma(n)dorum superintendentium causa meditatus et toti conventui, specifi ce vero primariis ejus directoribus, ... Nicolao et ... Matthiae Osztrosith de Ghyletincz, liberis baronibus ac haereditariis arcium Illava, Lyptouyvar et Ludan dominis, ... ecclesiarum et scholarum patronis benignissimis humillime oblatus die solennis illius et generalis conve(n)tus celebrati 29 Martii ... 1656 ... per Josephum Guttovieni d. e. scholae Hungaricae Posoniensis post liminiariae jam septennianum rectorem. [Trenchinii] (1656) [Èížek].",1656,Trencsén,"Cízek, Nikodém",,A4 B2,[6] fol.,4°,Orn.,RMK II 864 - Caplovic 1845,Köszöntõ versgyûjtemény.,,latin,Budapest Nat 1,1,Budapest=1,,0,,12,4,8,1.5
2670,2670,,,1,,<Kalendáø a pranostyka na rok 1657. Trenèín 1656 Èížek. - 16°>,1656,Trencsén,"Cízek, Nikodém",,,,,,,,,biblikus cseh,,0,,,0,,,,,
2671,2671,,,,,"KREUCHEL, Elias: Disceptatio praeliminaris de 1. Vera formae materialis et immaterialis differentia. 2 Eductionis formae materialis e materia co(m)mento. 3 Generationis physicae natura et quidditate. 4 Creationis proprie sic dictae adaequata defi nitione, adornata a m. Elia Kreuchel, lycei Novisoliensis moderatore, quae publico examini ... subjicietur ... MDCLVI. 14. Cal. Junij, ubi respondentis partes tuebitur Iohannes Raphanidae, praedicti Athenaei discipulus. Trenchinii (1656) typis Nicodemi Czizek.",1656,Trencsén,"Cízek, Nikodém",,[A]4 B4 C2,[10] fol.,4°,,RMK II 865 - Caplovic 1846,Metafizikai vizsgatételek.,,,Budapest Nat 2*,1,Budapest=1,,0,,20,4,8,2.5
2672,2672,,,,,"BÉZE, Théodore de: Az Ur vacsorájának adasa es vetele felöl való jo tanacs, mellyet irt Theodorus Beza, régen Genevában doctor és praedikátor egy Tilius Tamás nevû praedikátor szolga társa- és attyafiához 1571. esztendõben. ... [Várad] 1656 [Szenci Kertész].",1656,Várad,Szenei Kertész Abrahám,,A8? B6,[14?] fol.,8°,"Orn., init.",Sztripszky 1 2011/218 <- MKsz 1882: 86,Református tanítás iatin és magyar nyelven.,,latin; magyar,Budapest Nat cop. - Alba Iulia 1,1,Alba Iulia=1,,0,,28,8,16,1.75
2673,2673,,,,,"BORSÁTI PÁPAI Ferenc: [1] Metamorphosis illustrissimi quondam herois, felicis memoriae Sigismundi Rakoci, id est ejus eruditae vitae, heroicaeque virtutis, cum simili morte seu vitae termino poetica descriptio, Latino et Ungarico idiomate composita a Francisco Borsati Papensi, in illustri Varadiensi gymnasio sacrae poëseos p. t. collaboratore. - [2] Valtozasa az néhai ... boldog emlekezetü Rakoci Sigmondnak, az az az ö kegyes és külömb külömb féle joszágos cselekedetekkel tündöklö életének és boldogul e’ világbol valo ki-mulásának poetica inventioval valo le-irása deákul és magyarul, mellyet Borsati P. Ferencz a’ váradi gymnasiumban poetica classisnak ideig valo collaboratora szerzett. Varadon 1656 Szenci Kertesz Abraham.",1656,Várad,Szenei Kertész Abrahám,,"A4 B4, [A]4 B4",[16] fol.,4°,"1 ins., orn.",RMK 1 914 - RMK II 867,Iskolai elõadásra szánt költemény latin és magyar nyelven.,,latin; magyar,Budapest Nat 2* 4 (csak 2673/2) - Cluj-Napoca Acad 3*,3,"Budapest=2, Cluj-Napoca=1",,0,,32,4,8,4
2674,2674,,,,,"[1] CICERO, Marcus Tullius: M. T. Ciceronis Epistolarum libri quatuor, a Joan[ne] Sturmio puerili educationi confecti. - [2] (Erasmus D[esiderius] Roterodamus: De ratione studii epistola paraenetica ... Christiano Lubecensi.) Vara[di]ni MDCLVI apud Abrahamum K. Szencinum.",1656,Várad,Szenei Kertész Abrahám,,A8-F8 G4,104 pag.,8°,"1 ins., orn.",Nägler 328,Levélgyûjtemény és pedagógiai értekezés.,,latin,Budapest Nat cop. partim - Sibiu Mus 1,1,Sibiu=1,,0,,104,8,16,6.5
2675,2675,,,,,"DEBRECENI SZÛCS János: Disputatio scholastica de scientia media, quam ... sub praesidio ... Andreae S. Tarpai in ... Varadiensium schola rectoris ... publice ventilandam proponit Joannes Debreceni, cont. s. sch. illust. Várad. ad diem 30 Novembris loco horisque solitis. Varadini MDCLVI apud Abrahamvm Kertesz Szenciensem.",1656,Várad,Szenei Kertész Abrahám,,A4 B4,[8] fol.,4°,"1 ins., orn., init.",MKsz 1930:308,Filozófiai vizsgatételek.,,magyar,Budapest Nat 1 (Todoreszku) - Debrecen Univ 2*,2,"Budapest=1, Debrecen=1",,0,,16,4,8,2
2676,2676,,,1,,<Kalendárium és prognosztikon az 1657. esztendõre. Várad 1656 Szenci Kertész. - 16°>,1656,Várad,Szenei Kertész Abrahám,,,,,,,,,magyar,,0,,,0,,,,,
2677,2677,,,,,"KOMÁROMI CSIPKÉS György: Disputatio theologica de bis-mortuis, quam ... praeside ... d. Georgio C. Comarino, ss. theologiae doctore, ejusdemque facultatis in illustri schola Debrecina professore publice defendet Gregorius P. Sz. Mihalyi die (...) Febr. hora locoque solitis. Varadini MDCLVI apud Abrahamum Kertesz Szenciensem.",1656,Várad,Szenei Kertész Abrahám,,A4 B4,15 + [1] pag.,4°,"Orn., init.",RMK II 817 - Appendix 211,Református teológiai vizsgatételek.,,,Budapest Nat cop. - Sárospatak Ref 1,1,Sárospatak=1,,0,,16,4,8,2
2678,2678,,,,,"KOMÁROMI CSIPKÉS György: Disputatio theologica de lamiis veneficis, quam ... sub praesidio ... Georgii C. Comarini, ss. theologiae doctoris ... in ... schola Debr. prfessoris[!] ... publice discutiendam proponit Joannes C. Mediomontanus ad diem (...) Julii loco horisq(ue) statutis. Varadini MDCLVI apud Abrahamum Kertesz Szenciensem.",1656,Várad,Szenei Kertész Abrahám,,A4 B4,[8] fol.,4°,"1 ins., orn., init.",RMK II 870,Református teológiai vizsgatételek.,,,Budapest Nat 2* - Târgu Mureş 1 - Sárospatak Ref 1,3,"Budapest=1, Târgu Mureş=1, Sárospatak=1",Erd. ev. egyházker. - Szilágyi Sándornál Budapesten,2,"Kolozsvár, Budapest",16,4,8,2
2679,2679,,,,,"KOMÁROMI CSIPKÉS György: Disputatio theologica de lamiis veneficis secunda, quam ... sub praesidio ... Georgii C. Comarini, ss. theologiae doctoris ... in ... schola Debrecina professoris ... publico examini subjicit Andreas P. Csehi ad diem (25) Julii horis locoque solitis. Varadini MDCLVI apud Abrahamum Kertesz Szenciensem.",1656,Várad,Szenei Kertész Abrahám,,A4 B4,[8] fol.,4°,"1 ins., orn.",RMK II 871,Református teológiai vizsgatételek.,,,Budapest Nat 1 1 - Cluj-Napoca Univ 2* - Târgu Mureş 1,4,"Budapest=2, Cluj-Napoca=1, Târgu Mureş=1",Szilágyi Sándornál,1,Budapest,16,4,8,2
2680,2680,,,,,"KOMÁROMI CSIPKÉS György: Disputatio theologica de universalitate diluvii Noachici, quam ... praeside ... Georgio Csipkes Comarino, ss. theologiae doctore ... ejusdemque facultatis in ... schola Debreciniana professore ... publicae censurae subjicit Joannes K. Szathmari ad diem (...) Octobris, loco et horis solitis. Varadini MDCLVI apud Abrahamum Kertesz Szenciensem.",1656,Várad,Szenei Kertész Abrahám,,A4 B4,[8] fol.,,"Orn., init.",RMK II 869,Református teológiai vizsgatételek.,,,Budapest Nat 1,1,Budapest=1,,0,,,,,
2681,2681,,,,,"KOMÁROMI CSIPKÉS György: Disputatio theologica de universalitate diluvii Noachici, quam ... sub praesidio ... Georgio Csipkes Comarini, ss. theologiae doctoris, ejusdemque facultatis in ... schola Debrecina professoris publicae censurae subjicit Paulus B. Jenei, cont. s. sch. illust. Debr. ad diem (...) Octobris, loco, horisque solitis. Varadini MDCLVI apud Abrahamum Kertesz Szenciensem.",1656,Várad,Szenei Kertész Abrahám,,A4 B4,[8] fol.,4°,"Orn., init.",RMK II 868,Református teológiai vizsgatételek.,,,Budapest Nat 1,1,Budapest=1,,0,,16,4,8,2
2682,2682,,,,,"KÖRÖSPATAKI BEDÕ János: Az havasalföldi hartzrol való história. Ez havasalföldi enek, mellyet nem régen szerzének, magyarok emberkedének, ellenséget meg-verének, Istentõl segittetének ... author Joannes B. Köröspataki, minister Mezö-Csávásiensis. [Várad] 1656 [Szenci Kertész].",1656,Várad,Szenei Kertész Abrahám,,A8,[8] fol.,8°,"Orn., init.",RMK I 917 - Caplovic 1023,Tudósító históriás ének.,,magyar,Budapest Nat 3* 3* - Cluj-Napoca Univ 3*,3,"Budapest=2, Cluj-Napoca=1",,0,,16,8,16,1
2683,2683,,,,,"MENYORSZAG ki nyittatott egygyetlen-egy szoros kapuja, meilyen a' sok hivatalosok közzül kevesen mennek-bé az örök életre, avagy a' sokféle vallásoknak valóságos próbaköve, a' mellyen minden pápista, lutheránus, arianus, calvinista, arminianus religiójának igaz, avagy ... hibás voltát, oly tökélletessen meg-láthattya, mint ha azt a' régen ... boldogult próféták, apostolok és evangélisták ... szájokbo] ... hallaná. Most újonnan az együygüvekért[!] ki-bocsáttatot. Varadon MDCLVI Szenei K. Abraham.",1656,Várad,Szenei Kertész Abrahám,,¶11,[11] fol.,12°,,RMK 1915,Bibliai helyek református tematikus gyûjteménye.,,magyar,Budapest Acad 1 3 - Budapest Nat [##?]* (<- Lugossy József) - Cluj-Napoca Acad 1 - Cluj-Napoca Univ 2 - Debrecen Ref - Kecskemét Ref 2,7,"Budapest=3, Cluj-Napoca=2, Debrecen=1, Kecskemét=1",,0,,22,12,24,0.9166666666666666
2684,2684,,,,,"[1] [RADAU, Michael:] Georgi Beckheri Elbingensis Orator extemporaneus, seu artis oratoriae breviarium bipartitum, cujus pars prior praecepta continet generalia, posterior praxim, in specie ostendit. - (2] (LIPSIUS, Justus: Justi Lipsi Epistolica institutio, excepta e dictantis ejus ore, anno MDLXXXVII. mense Junio. Editio ultima.) Varadini MDCLVI apud Abrahamum Szenciensem.",1656,Várad,Szenei Kertész Abrahám,,"*6, A12-V12 X11+1",[12] + 468 + [34] pag.,12°,"2 ins., orn., init.",RMK II 866 - RMK II 872,Szónoklattankönyv és Útmutató a levélíráshoz.,,latin,"In 28 bibliothecis 49 expl. - Budapest Acad, Nat. Univ - Cluj-Napoca Acad, Univ - Debrecen Ref, Univ - Martin Nat - Sárospatak Ref - Szeged Univ",49,"Budapest=2, Cluj-Napoca=2, Debrecen=2, Martin=1, Sárospatak=1, Szeged=1",,0,,514,12,24,21.416666666666668
2685,2685,,,,,"(ROSS, Alexander:) Virgilii euangelizantis Christiados libelli aliquot in gratiam classis poeticae Varadiensis editi. Varadini MDCLVI apud Abrahamum K. Szenciensem.",1656,Várad,Szenei Kertész Abrahám,,A8-G8,111 pag.,8°,Orn.,RMK II 873,Jézus élete versben.,,latin,"In 11 bibliothecis 13 expl. - Budapest Acad, Nat, Piar, Univ - Cluj-Napoca Acad, Univ - Kunszentmiklós Gymn - Martin Nat - Praha Strahov - Sibiu Mus - Târgu Mureş",13,"Budapest=4, Cluj-Napoca=2, Kunszentmiklós=1, Martin=1, Praha=1, Sibiu=1, Târgu Mureş=1",,0,,111,8,16,6.9375
2686,2686,,,,,"SCHONAEUS, Cornelius: Terentius Christianus, seu comoediae sacrae, Terentiano stylo a Cornelio Schonaeo Goudano conscriptae et nunc demum magna ejusdem diligentia et labore emendatae atq(ue) recognitae. Varadini MDCLVI apud Abrahamum Kertesz Szencinum.",1656,Várad,Szenei Kertész Abrahám,,"*8,[ ]2, A8-Z8, Aa8-Ss8 Tt3+1",[20] + 962 [recte 662] pag.,8°,"1 ins., orn.",RMK II 874,Színmûvek.,,,"In 17 bibliothecis 27 expl. - Budapest Acad, Nat, Univ - Cluj-Napoca Acad, Univ - Martin Nat - Pápa Ref - Sibiu Mus - Târgu Mureş - Zalau",27,"Budapest=3, Cluj-Napoca=2, Martin=1, Pápa=1, Sibiu=1, Târgu Mureş=1, Zalau=1",,0,,682,8,16,42.625
2687,2687,,,,,"VERÉCZI S. Ferenc: Lelki hartz, avagy olly halotti praedikácios rövid tanitas, melyben a’ keresztyén léleknek ellenségivel valo kemény tusakodása, erre valo fegyveri, bajviadallyának modgya és végre minden ellenkezöin vehetendö igaz gyözedelme szem eleiben adatik, mellyet praedikállott Sáros-Patakon W. F. Varadon MDCLVI [Szenci Kertész Ábrahám].",1656,Várad,Szenei Kertész Abrahám,,A8-C8 D7+1,61 pag.,8°,"1 ins., orn., init.",RMK I 916,Református gyászbeszéd.,,magyar,Budapest Acad 1 - Budapest Nat 1 - Budapest Univ 2* - Cluj-Napoca Univ 2 - Debrecen Univ 1,5,"Budapest=3, Cluj-Napoca=1, Debrecen=1",Sárospataki ref. coll.,1,Sárospatak,61,8,16,3.8125
2688,2688,,,,,"MELCHIORIS de ZUANNA, Paul Jákob (red.): Trauer-Binden aus hertz- lichem Mitleiden wegen des zwar frühen, aber doch seligen Absterben des ... Herrn M. Heinrich Konrad Sarnichausens aus Westphalen, dér christlichen evangelischen Géméin in dér ... Stadt Modorn in Ober-Hungarn treudeissig- und wohlverdienten Pfarherrens, welcher im Monat Martio dieses lauffenden MDCLVI Jahrs in Gott selig entschlaffen, und bei volkreicher Vprsamlung mit christlichen Ceremonien zûr Érden bestattet worden; ümgebunden von etlichen in dem welt-berühmten Wittenberg studierenden aus Hungarn und von Paul Jákob Melchioris de Zuanna, die seinem ... Herrn Schwager schuldige letzte Éhre und schmertzliches Mitleiden mit seiner verwittibten Fr. Schwester zu bezeigen, aus Wittenberg übersendet. Wittenberg 1656 bey Job Wilhelm Fincelien.",1656,Wittenberg,"Fincelius, Job Wilhelm",,A4-C4,[12] fol.,4°,,RMK II 1977,Magyar nyelvû költeményt is tartalmazó gyászversgyûjtemény.,,idegen nyelv; magyar; német,Budapest Nat 1 - Martin Nat 1,2,"Budapest=1, Martin=1",,0,,24,4,8,3
2689,2689,,,1,,<Fortuna. S. l. 1656 sine typ. nomine - 4°>,1656,Sine loco,sine typ. nomine,,,,,,,,,,,0,,,0,,,,,
2690,2690,,,,,"[1] [MANUALE Latino-Hungarico-Sclavonicum ad praxin pietatis ordinatum ac ex variis devotionum libellis collectum opera et sumtu generosi ac nobilissimi D. Petri Hrabowsky de Hrabowa etc.] - [2] (BUZGO halaadasok es könyörgesek). - [3] [POKLAD dvchowny z modlideb [!] nabožnich nedelnich y každodennich zhromazdeny, kwùly wssem pobožnjm gmenowite vrozeneho á pobožneho pana Petra Hrabowskeho z Hrabowa etc. Z geho nakladkem widany] [Bartphae 1657 Klöss jun.]",1657,Bártfa,"Klöss, Jákob, jun.",,"*6, A12-E12, A12 B12 C6 + [?]","[12?] + 118 + [2], + 59 + [?] pag.",12°,Init.,RMK I 918 - RMK II 875 - Knihopis 3198 - Caplovic 207 - Caplovic 207a,"Evangélikus imádságoskönyv latin, magyar és biblikus cseh nyelven.",,biblikus cseh; latin; magyar,"Budapest Nat cop. (Árpád Oszvald, Bratislava)",0,,"Árpád Oszvald, Bratislava",1,Pozsony,191,12,24,7.958333333333333
2691,2691,,1,,,»KALENDARIUM Kristus Urunk születése után az M.DC.LVIII. ... Püchler Vid ... Nyomtatta-ki Béchben Kürner Jakab János [sen.]. 8r.«,1657,Bécs,"Kürner, Johann Jákob, sen.",,,,,,,,,magyar,,0,,,0,,,,,
2692,2692,,,,,"ALBRICH, Martin: Dispvtatio prima de natvra metaphysicae, quam ... proponit in ... gymnasio Coronensi praeside m. Martino Albrichio, ... ejusdem gymn. rectore respondens Johannes Müllerus Rupensis, ad diem 8. Decembr. horis matutinis. Coronae 1657 typis Michaelis Herrmanni.",1657,Brassó,"Herrmann, Michael",,"[ ]2, A8",[2] + 8 fol.,,Orn.,,Filozófiai vizsgatételek.,,,Brasov Arch 3* - Brasov Ev 3* - Budapest Nat 1 - Sibiu Mus 1 1 - Sighisoara 3* 3,7,"Brasov=2, Budapest=1, Sibiu=2, Sighisoara=2",,0,,,,,
2693,2693,,,,,"ALBRICH, Martin: Disputatio IV. de affectionibvs entis in genere et perfectione ejus in specie, quam ... proponit in ... gymn. Coronensi praeside m. Martino Albrichio, p. t. scholae ejusdem rectore respondens Michael Clausenburgerus Mediensis, ad diem (...) Febr. horis matutinis. Coronae 1657 charactere Herrmanniano.",1657,Brassó,"Herrmann, Michael",,"[ ]2, E4 F4 G4 H1-3",[4] + 39-62. pag.,4°,,,Filozófiai vizsgatételek.,,,Brasov Arch 3* - Brasov Ev 3* - Budapest Nat 1 - Sibiu Mus 1 1 - Sighisoara 3* 3,7,"Brasov=2, Budapest=1, Sibiu=2, Sighisoara=2",,0,,27,4,8,3.375
2694,2694,,,,,"ALBRICH, Martin: Disputatio V. de vnitate et veritate, quam ... proponit in ... gymn. Coronensi praeside m. Martino Albrichio, p. t. scholae ejusdem rectore respondens, Johannes Falck Rupensis, ad diem (...) Mart. horis matutinis. Coronae 1657 charactere Herrmanniano.",1657,Brassó,"Herrmann, Michael",,"[ ]2, H4 I4 K4 L1-3",[4] + 63-86. pag.,4°,,,Filozófiai vizsgatételek.,,,Brasov Arch 3* - Brasov Ev 3* - Budapest Nat 1 - Sibiu Mus 1 1 - Sighisoara 3* 3 - Brasov Arch 1 (Önállóan),8,"Brasov=3, Budapest=1, Sibiu=2, Sighisoara=2",,0,,27,4,8,3.375
2695,2695,,,,,"ALBRICH, Martin: Disputatio VI. de bonitate, dvratione et vbietate, quam ... proponit in ... gymn. Coronensi praeside m. Martino Albrichio, p. t. scholae ejusdem rectore respondens Andreas Grellius Schaszburgensis, ad diem (...) Apr. horis matutinis. Coronae 1657 charactere Herrmanniano.",1657,Brassó,"Herrmann, Michael",,"[ ]2, L4 M4 N4",[4] + 87-104. pag.,4°,,,Filozófiai vizsgatételek.,,,Brasov Arch 3* - Brasov Ev 3* - Budapest Nat 1 - Sibiu Mus 1 1 - Sighisoara 3* 3 - Brasov Arch 1 (Önállóan),8,"Brasov=3, Budapest=1, Sibiu=2, Sighisoara=2",,0,,21,4,8,2.625
2696,2696,,,,,"ALBRICH, Martin: Dispvtatio septima de dependente et independente, creato et increato, fi nito et infi nito, corruptibili et incorruptibili, quam ... proponit in ... gymn. Coronensi praeside m. Martino Albrichio, p. t. scholae ejusdem rectore respondens Andreas Lutschius Bistriciensis, ad diem (...) horis matutinis. Coronae 1657 charactere. Herrmanno.",1657,Brassó,"Herrmann, Michael",,"[ ]2, Q4 R4",[4] + 121-136. pag.,4°,,,Filozófiai vizsgatételek.,,német,Brasov Arch 3* - Brasov Ev 3* - Budapest Nat 1 - Sibiu Mus 1 1 - Sighisoara 3* 3,7,"Brasov=2, Budapest=1, Sibiu=2, Sighisoara=2",,0,,19,4,8,2.375
